"region"	"celltype"	"number"	"SN_MN_IN"	"sum_cells"
"1328"	"head"	"MNakro"	2	"motorneuron"	2
"1329"	"head"	"MNgland-head"	2	"motorneuron"	2
"1330"	"peristomium"	"Ser-h1"	0	"motorneuron"	2
"1331"	"peristomium"	"MNant"	0	"motorneuron"	2
"1332"	"peristomium"	"MNspinning"	0	"motorneuron"	2
"1333"	"peristomium"	"Loop"	0	"motorneuron"	2
"1334"	"peristomium"	"MNbow"	0	"motorneuron"	2
"1335"	"peristomium"	"MN3"	0	"motorneuron"	2
"1336"	"peristomium"	"MN1"	0	"motorneuron"	2
"1337"	"peristomium"	"MN2"	0	"motorneuron"	2
"1338"	"peristomium"	"MC3cover"	0	"motorneuron"	2
"1339"	"peristomium"	"Ser-tr1"	0	"motorneuron"	2
"1340"	"peristomium"	"MNladder"	0	"motorneuron"	2
"1341"	"peristomium"	"MNakro"	0	"motorneuron"	2
"1342"	"peristomium"	"MNgland-head"	0	"motorneuron"	2
"1343"	"sg0"	"Ser-h1"	0	"motorneuron"	2
"1344"	"sg0"	"MNant"	0	"motorneuron"	2
"1345"	"sg0"	"MNspinning"	0	"motorneuron"	2
"1346"	"sg0"	"Loop"	0	"motorneuron"	2
"1347"	"sg0"	"MNbow"	0	"motorneuron"	2
"1348"	"sg0"	"MN3"	0	"motorneuron"	2
"1349"	"sg0"	"MN1"	0	"motorneuron"	2
"1350"	"sg0"	"MN2"	0	"motorneuron"	2
"1351"	"sg0"	"MC3cover"	0	"motorneuron"	2
"1352"	"sg0"	"Ser-tr1"	0	"motorneuron"	2
"1353"	"sg0"	"MNladder"	0	"motorneuron"	2
"1354"	"sg0"	"MNakro"	0	"motorneuron"	2
"1355"	"sg0"	"MNgland-head"	0	"motorneuron"	2
"1356"	"sg1"	"Ser-h1"	0	"motorneuron"	2
"1357"	"sg1"	"MNant"	0	"motorneuron"	2
"1358"	"sg1"	"MNspinning"	0	"motorneuron"	2
"1359"	"sg1"	"Loop"	2	"motorneuron"	2
"1360"	"sg1"	"MNbow"	0	"motorneuron"	2
"1361"	"sg1"	"MN3"	0	"motorneuron"	2
"1362"	"sg1"	"MN1"	0	"motorneuron"	2
"1363"	"sg1"	"MN2"	0	"motorneuron"	2
"1364"	"sg1"	"MC3cover"	2	"motorneuron"	2
"1365"	"sg1"	"Ser-tr1"	2	"motorneuron"	2
"1366"	"sg1"	"MNladder"	2	"motorneuron"	2
"1367"	"sg1"	"MNakro"	0	"motorneuron"	2
"1368"	"sg1"	"MNgland-head"	0	"motorneuron"	2
"1369"	"sg2"	"Ser-h1"	0	"motorneuron"	2
"1370"	"sg2"	"MNant"	0	"motorneuron"	2
"1371"	"sg2"	"MNspinning"	2	"motorneuron"	2
"1372"	"sg2"	"Loop"	0	"motorneuron"	2
"1373"	"sg2"	"MNbow"	2	"motorneuron"	2
"1374"	"sg2"	"MN3"	0	"motorneuron"	2
"1375"	"sg2"	"MN1"	0	"motorneuron"	2
"1376"	"sg2"	"MN2"	0	"motorneuron"	2
"1377"	"sg2"	"MC3cover"	0	"motorneuron"	2
"1378"	"sg2"	"Ser-tr1"	0	"motorneuron"	2
"1379"	"sg2"	"MNladder"	0	"motorneuron"	2
"1380"	"sg2"	"MNakro"	0	"motorneuron"	2
"1381"	"sg2"	"MNgland-head"	0	"motorneuron"	2
"1382"	"sg3"	"Ser-h1"	0	"motorneuron"	2
"1383"	"sg3"	"MNant"	0	"motorneuron"	2
"1384"	"sg3"	"MNspinning"	0	"motorneuron"	2
"1385"	"sg3"	"Loop"	0	"motorneuron"	2
"1386"	"sg3"	"MNbow"	0	"motorneuron"	2
"1387"	"sg3"	"MN3"	0	"motorneuron"	2
"1388"	"sg3"	"MN1"	0	"motorneuron"	2
"1389"	"sg3"	"MN2"	0	"motorneuron"	2
"1390"	"sg3"	"MC3cover"	0	"motorneuron"	2
"1391"	"sg3"	"Ser-tr1"	0	"motorneuron"	2
"1392"	"sg3"	"MNladder"	0	"motorneuron"	2
"1393"	"sg3"	"MNakro"	0	"motorneuron"	2
"1394"	"sg3"	"MNgland-head"	0	"motorneuron"	2
"1395"	"pyg"	"Ser-h1"	0	"motorneuron"	2
"1396"	"pyg"	"MNant"	0	"motorneuron"	2
"1397"	"pyg"	"MNspinning"	0	"motorneuron"	2
"1398"	"pyg"	"Loop"	0	"motorneuron"	2
"1399"	"pyg"	"MNbow"	0	"motorneuron"	2
"1400"	"pyg"	"MN3"	0	"motorneuron"	2
"1401"	"pyg"	"MN1"	0	"motorneuron"	2
"1402"	"pyg"	"MN2"	0	"motorneuron"	2
"1403"	"pyg"	"MC3cover"	0	"motorneuron"	2
"1404"	"pyg"	"Ser-tr1"	0	"motorneuron"	2
"1405"	"pyg"	"MNladder"	0	"motorneuron"	2
"1406"	"pyg"	"MNakro"	0	"motorneuron"	2
"1407"	"pyg"	"MNgland-head"	0	"motorneuron"	2
"1408"	"head"	"MC"	1	"motorneuron"	1
"1409"	"peristomium"	"MC"	0	"motorneuron"	1
"1410"	"sg0"	"MC"	0	"motorneuron"	1
"1411"	"sg1"	"MC"	0	"motorneuron"	1
"1412"	"sg2"	"MC"	0	"motorneuron"	1
"1413"	"sg3"	"MC"	0	"motorneuron"	1
"1414"	"pyg"	"MC"	0	"motorneuron"	1
