"presynaptic"	"postsynaptic"	"synapses"
"78901"	"SN-ASTC left"	"MUSchae-notAre"	0
"78902"	"SN-ASTC right"	"MUSchae-notAre"	0
"78903"	"SN-ASTC left"	"MUSchae-neuVob"	0
"78904"	"SN-ASTC right"	"MUSchae-neuVob"	0
"78905"	"SN-ASTC left"	"MUSchae-neuDac"	0
"78906"	"SN-ASTC right"	"MUSchae-neuDac"	0
"78907"	"SN-ASTC left"	"MUSchae-neuAVo"	0
"78908"	"SN-ASTC right"	"MUSchae-neuAVo"	0
"78909"	"SN-ASTC left"	"MUSchae-neuAVt"	0
"78910"	"SN-ASTC right"	"MUSchae-neuAVt"	0
"78911"	"SN-ASTC left"	"MUSchae-Are"	0
"78912"	"SN-ASTC right"	"MUSchae-Are"	0
"78913"	"SN-ASTC left"	"MUStrans"	0
"78914"	"SN-ASTC right"	"MUStrans"	0
"78915"	"SN-ASTC left"	"MUSlongD"	0
"78916"	"SN-ASTC right"	"MUSlongD"	0
"78917"	"SN-ASTC left"	"MUSlongV"	0
"78918"	"SN-ASTC right"	"MUSlongV"	0
"78919"	"SN-ASTC left"	"MUSax"	0
"78920"	"SN-ASTC right"	"MUSax"	0
"78921"	"SN-ASTC left"	"MUSring-pyg"	0
"78922"	"SN-ASTC right"	"MUSring-pyg"	0
"78923"	"SN-ASTC left"	"MUSph"	0
"78924"	"SN-ASTC right"	"MUSph"	0
"78925"	"SN-ASTC left"	"MUSll"	0
"78926"	"SN-ASTC right"	"MUSll"	0
"78927"	"SN-ASTC left"	"MUSant"	0
"78928"	"SN-ASTC right"	"MUSant"	0
"78929"	"SN-ASTC left"	"MUSly"	0
"78930"	"SN-ASTC right"	"MUSly"	0
"78931"	"SN-ASTC left"	"MUSpl"	0
"78932"	"SN-ASTC right"	"MUSpl"	0
"78933"	"SN-ASTC left"	"MUSci"	0
"78934"	"SN-ASTC right"	"MUSci"	0
"78935"	"SN-ASTC left"	"MUSch"	0
"78936"	"SN-ASTC right"	"MUSch"	0
"78937"	"SN-ASTC left"	"MUSpx"	0
"78938"	"SN-ASTC right"	"MUSpx"	0
"78939"	"SN-ASTC left"	"MUSpr-vt"	0
"78940"	"SN-ASTC right"	"MUSpr-vt"	0
"78941"	"SN-ASTC left"	"MUStri"	0
"78942"	"SN-ASTC right"	"MUStri"	0
"78943"	"SN-ASTC left"	"MUSmed"	0
"78944"	"SN-ASTC right"	"MUSmed"	0
"78945"	"SN-ASTC left"	"EC"	0
"78946"	"SN-ASTC right"	"EC"	0
"78947"	"SN-ASTC left"	"yolk"	0
"78948"	"SN-ASTC right"	"yolk"	0
"78949"	"SN-DLSO3-PDF left"	"akrotroch"	0
"78950"	"SN-DLSO3-PDF right"	"akrotroch"	0
"78951"	"SN-DLSO3-PDF left"	"crescentcell"	0
"78952"	"SN-DLSO3-PDF right"	"crescentcell"	0
"78953"	"SN-DLSO3-PDF left"	"prototroch"	0
"78954"	"SN-DLSO3-PDF right"	"prototroch"	0
"78955"	"SN-DLSO3-PDF left"	"nuchalCiliaCilia"	0
"78956"	"SN-DLSO3-PDF right"	"nuchalCiliaCilia"	0
"78957"	"SN-DLSO3-PDF left"	"metatroch"	0
"78958"	"SN-DLSO3-PDF right"	"metatroch"	0
"78959"	"SN-DLSO3-PDF left"	"paratroch"	0
"78960"	"SN-DLSO3-PDF right"	"paratroch"	0
"78961"	"SN-DLSO3-PDF left"	"spinGland"	0
"78962"	"SN-DLSO3-PDF right"	"spinGland"	0
"78963"	"SN-DLSO3-PDF left"	"covercell"	0
"78964"	"SN-DLSO3-PDF right"	"covercell"	0
"78965"	"SN-DLSO3-PDF left"	"ciliatedGland"	0
"78966"	"SN-DLSO3-PDF right"	"ciliatedGland"	0
"78967"	"SN-DLSO3-PDF left"	"eyespot-pigment-cell"	0
"78968"	"SN-DLSO3-PDF right"	"eyespot-pigment-cell"	0
"78969"	"SN-DLSO3-PDF left"	"pigment-cell"	0
"78970"	"SN-DLSO3-PDF right"	"pigment-cell"	0
"78971"	"SN-DLSO3-PDF left"	"gland-pigment"	0
"78972"	"SN-DLSO3-PDF right"	"gland-pigment"	0
"78973"	"SN-DLSO3-PDF left"	"macrophage-like"	0
"78974"	"SN-DLSO3-PDF right"	"macrophage-like"	0
"78975"	"SN-DLSO3-PDF left"	"yolk-cover-cell cell"	0
"78976"	"SN-DLSO3-PDF right"	"yolk-cover-cell cell"	0
"78977"	"SN-DLSO3-PDF left"	"flat-glia"	1
"78978"	"SN-DLSO3-PDF right"	"flat-glia"	0
"78979"	"SN-DLSO3-PDF left"	"ECmidline"	0
"78980"	"SN-DLSO3-PDF right"	"ECmidline"	0
"78981"	"SN-DLSO3-PDF left"	"MVGland"	0
"78982"	"SN-DLSO3-PDF right"	"MVGland"	0
"78983"	"SN-DLSO3-PDF left"	"microvillarCell"	0
"78984"	"SN-DLSO3-PDF right"	"microvillarCell"	0
"78985"	"SN-DLSO3-PDF left"	"protonephridium"	0
"78986"	"SN-DLSO3-PDF right"	"protonephridium"	0
"78987"	"SN-DLSO3-PDF left"	"nephridium"	0
"78988"	"SN-DLSO3-PDF right"	"nephridium"	0
"78989"	"SN-DLSO3-PDF left"	"nephridiumTip"	0
"78990"	"SN-DLSO3-PDF right"	"nephridiumTip"	0
"78991"	"SN-DLSO3-PDF left"	"chaeta"	0
"78992"	"SN-DLSO3-PDF right"	"chaeta"	0
"78993"	"SN-DLSO3-PDF left"	"acicula"	0
"78994"	"SN-DLSO3-PDF right"	"acicula"	0
"78995"	"SN-DLSO3-PDF left"	"acFC-noER"	0
"78996"	"SN-DLSO3-PDF right"	"acFC-noER"	0
"78997"	"SN-DLSO3-PDF left"	"chaeFC-hemi"	0
"78998"	"SN-DLSO3-PDF right"	"chaeFC-hemi"	0
"78999"	"SN-DLSO3-PDF left"	"chaeFC-ER"	0
"79000"	"SN-DLSO3-PDF right"	"chaeFC-ER"	0
"79001"	"SN-DLSO3-PDF left"	"chaeFC-noER"	0
"79002"	"SN-DLSO3-PDF right"	"chaeFC-noER"	0
"79003"	"SN-DLSO3-PDF left"	"chaeFC-EC"	0
"79004"	"SN-DLSO3-PDF right"	"chaeFC-EC"	0
"79005"	"SN-DLSO3-PDF left"	"HeadGland"	0
"79006"	"SN-DLSO3-PDF right"	"HeadGland"	0
"79007"	"SN-DLSO3-PDF left"	"InterparaGland"	0
"79008"	"SN-DLSO3-PDF right"	"InterparaGland"	0
"79009"	"SN-DLSO3-PDF left"	"spinMicroGland"	0
"79010"	"SN-DLSO3-PDF right"	"spinMicroGland"	0
"79011"	"SN-DLSO3-PDF left"	"CB-pigment"	0
"79012"	"SN-DLSO3-PDF right"	"CB-pigment"	0
"79013"	"SN-DLSO3-PDF left"	"vacuolar-cell-head"	0
"79014"	"SN-DLSO3-PDF right"	"vacuolar-cell-head"	0
"79015"	"SN-DLSO3-PDF left"	"Glia-pigmented"	0
"79016"	"SN-DLSO3-PDF right"	"Glia-pigmented"	0
"79017"	"SN-DLSO3-PDF left"	"pygidial-pigment-cell"	0
"79018"	"SN-DLSO3-PDF right"	"pygidial-pigment-cell"	0
"79019"	"SN-DLSO3-PDF left"	"coelothelium"	0
"79020"	"SN-DLSO3-PDF right"	"coelothelium"	0
"79021"	"SN-DLSO3-PDF left"	"MUSac-notA"	0
"79022"	"SN-DLSO3-PDF right"	"MUSac-notA"	0
"79023"	"SN-DLSO3-PDF left"	"MUSac-notP"	0
"79024"	"SN-DLSO3-PDF right"	"MUSac-notP"	0
"79025"	"SN-DLSO3-PDF left"	"MUSac-notM"	0
"79026"	"SN-DLSO3-PDF right"	"MUSac-notM"	0
"79027"	"SN-DLSO3-PDF left"	"MUSac-neuAV"	0
"79028"	"SN-DLSO3-PDF right"	"MUSac-neuAV"	0
"79029"	"SN-DLSO3-PDF left"	"MUSac-neuPD"	0
"79030"	"SN-DLSO3-PDF right"	"MUSac-neuPD"	0
"79031"	"SN-DLSO3-PDF left"	"MUSac-neuPV"	0
"79032"	"SN-DLSO3-PDF right"	"MUSac-neuPV"	0
"79033"	"SN-DLSO3-PDF left"	"MUSac-neuDy"	0
"79034"	"SN-DLSO3-PDF right"	"MUSac-neuDy"	0
"79035"	"SN-DLSO3-PDF left"	"MUSac-neuDx"	0
"79036"	"SN-DLSO3-PDF right"	"MUSac-neuDx"	0
"79037"	"SN-DLSO3-PDF left"	"MUSac-neuDach"	0
"79038"	"SN-DLSO3-PDF right"	"MUSac-neuDach"	0
"79039"	"SN-DLSO3-PDF left"	"MUSac-neure"	0
"79040"	"SN-DLSO3-PDF right"	"MUSac-neure"	0
"79041"	"SN-DLSO3-PDF left"	"MUSac-i"	0
"79042"	"SN-DLSO3-PDF right"	"MUSac-i"	0
"79043"	"SN-DLSO3-PDF left"	"MUSobA-re"	0
"79044"	"SN-DLSO3-PDF right"	"MUSobA-re"	0
"79045"	"SN-DLSO3-PDF left"	"MUSobA-arc"	0
"79046"	"SN-DLSO3-PDF right"	"MUSobA-arc"	0
"79047"	"SN-DLSO3-PDF left"	"MUSobA-mpp"	0
"79048"	"SN-DLSO3-PDF right"	"MUSobA-mpp"	0
"79049"	"SN-DLSO3-PDF left"	"MUSobA-mlpp"	0
"79050"	"SN-DLSO3-PDF right"	"MUSobA-mlpp"	0
"79051"	"SN-DLSO3-PDF left"	"MUSobA-lpp"	0
"79052"	"SN-DLSO3-PDF right"	"MUSobA-lpp"	0
"79053"	"SN-DLSO3-PDF left"	"MUSobA-trans"	0
"79054"	"SN-DLSO3-PDF right"	"MUSobA-trans"	0
"79055"	"SN-DLSO3-PDF left"	"MUSobP-notD"	0
"79056"	"SN-DLSO3-PDF right"	"MUSobP-notD"	0
"79057"	"SN-DLSO3-PDF left"	"MUSobP-neuDlong"	0
"79058"	"SN-DLSO3-PDF right"	"MUSobP-neuDlong"	0
"79059"	"SN-DLSO3-PDF left"	"MUSobP-neuDprox"	0
"79060"	"SN-DLSO3-PDF right"	"MUSobP-neuDprox"	0
"79061"	"SN-DLSO3-PDF left"	"MUSobP-neuDdist"	0
"79062"	"SN-DLSO3-PDF right"	"MUSobP-neuDdist"	0
"79063"	"SN-DLSO3-PDF left"	"MUSobP-neuV"	0
"79064"	"SN-DLSO3-PDF right"	"MUSobP-neuV"	0
"79065"	"SN-DLSO3-PDF left"	"MUSobP-notV"	0
"79066"	"SN-DLSO3-PDF right"	"MUSobP-notV"	0
"79067"	"SN-DLSO3-PDF left"	"MUSobP-M"	0
"79068"	"SN-DLSO3-PDF right"	"MUSobP-M"	0
"79069"	"SN-DLSO3-PDF left"	"MUSobP-noty"	0
"79070"	"SN-DLSO3-PDF right"	"MUSobP-noty"	0
"79071"	"SN-DLSO3-PDF left"	"MUSobP-i"	0
"79072"	"SN-DLSO3-PDF right"	"MUSobP-i"	0
"79073"	"SN-DLSO3-PDF left"	"MUSchae-notDob"	0
"79074"	"SN-DLSO3-PDF right"	"MUSchae-notDob"	0
"79075"	"SN-DLSO3-PDF left"	"MUSchae-notD"	0
"79076"	"SN-DLSO3-PDF right"	"MUSchae-notD"	0
"79077"	"SN-DLSO3-PDF left"	"MUSchae-notDn"	0
"79078"	"SN-DLSO3-PDF right"	"MUSchae-notDn"	0
"79079"	"SN-DLSO3-PDF left"	"MUSchae-notA"	0
"79080"	"SN-DLSO3-PDF right"	"MUSchae-notA"	0
"79081"	"SN-DLSO3-PDF left"	"MUSchae-notAac"	0
"79082"	"SN-DLSO3-PDF right"	"MUSchae-notAac"	0
"79083"	"SN-DLSO3-PDF left"	"MUSchae-notAre"	0
"79084"	"SN-DLSO3-PDF right"	"MUSchae-notAre"	0
"79085"	"SN-DLSO3-PDF left"	"MUSchae-neuVob"	0
"79086"	"SN-DLSO3-PDF right"	"MUSchae-neuVob"	0
"79087"	"SN-DLSO3-PDF left"	"MUSchae-neuDac"	0
"79088"	"SN-DLSO3-PDF right"	"MUSchae-neuDac"	0
"79089"	"SN-DLSO3-PDF left"	"MUSchae-neuAVo"	0
"79090"	"SN-DLSO3-PDF right"	"MUSchae-neuAVo"	0
"79091"	"SN-DLSO3-PDF left"	"MUSchae-neuAVt"	0
"79092"	"SN-DLSO3-PDF right"	"MUSchae-neuAVt"	0
"79093"	"SN-DLSO3-PDF left"	"MUSchae-Are"	0
"79094"	"SN-DLSO3-PDF right"	"MUSchae-Are"	0
"79095"	"SN-DLSO3-PDF left"	"MUStrans"	0
"79096"	"SN-DLSO3-PDF right"	"MUStrans"	0
"79097"	"SN-DLSO3-PDF left"	"MUSlongD"	0
"79098"	"SN-DLSO3-PDF right"	"MUSlongD"	0
"79099"	"SN-DLSO3-PDF left"	"MUSlongV"	0
"79100"	"SN-DLSO3-PDF right"	"MUSlongV"	0
"79101"	"SN-DLSO3-PDF left"	"MUSax"	0
"79102"	"SN-DLSO3-PDF right"	"MUSax"	0
"79103"	"SN-DLSO3-PDF left"	"MUSring-pyg"	0
"79104"	"SN-DLSO3-PDF right"	"MUSring-pyg"	0
"79105"	"SN-DLSO3-PDF left"	"MUSph"	0
"79106"	"SN-DLSO3-PDF right"	"MUSph"	0
"79107"	"SN-DLSO3-PDF left"	"MUSll"	0
"79108"	"SN-DLSO3-PDF right"	"MUSll"	0
"79109"	"SN-DLSO3-PDF left"	"MUSant"	0
"79110"	"SN-DLSO3-PDF right"	"MUSant"	0
"79111"	"SN-DLSO3-PDF left"	"MUSly"	0
"79112"	"SN-DLSO3-PDF right"	"MUSly"	0
"79113"	"SN-DLSO3-PDF left"	"MUSpl"	0
"79114"	"SN-DLSO3-PDF right"	"MUSpl"	0
"79115"	"SN-DLSO3-PDF left"	"MUSci"	0
"79116"	"SN-DLSO3-PDF right"	"MUSci"	0
"79117"	"SN-DLSO3-PDF left"	"MUSch"	0
"79118"	"SN-DLSO3-PDF right"	"MUSch"	0
"79119"	"SN-DLSO3-PDF left"	"MUSpx"	0
"79120"	"SN-DLSO3-PDF right"	"MUSpx"	0
"79121"	"SN-DLSO3-PDF left"	"MUSpr-vt"	0
"79122"	"SN-DLSO3-PDF right"	"MUSpr-vt"	0
"79123"	"SN-DLSO3-PDF left"	"MUStri"	0
"79124"	"SN-DLSO3-PDF right"	"MUStri"	0
"79125"	"SN-DLSO3-PDF left"	"MUSmed"	0
"79126"	"SN-DLSO3-PDF right"	"MUSmed"	0
"79127"	"SN-DLSO3-PDF left"	"EC"	0
"79128"	"SN-DLSO3-PDF right"	"EC"	0
"79129"	"SN-DLSO3-PDF left"	"yolk"	0
"79130"	"SN-DLSO3-PDF right"	"yolk"	0
"79131"	"SN-DLSO3 left"	"akrotroch"	0
"79132"	"SN-DLSO3 right"	"akrotroch"	0
"79133"	"SN-DLSO3 left"	"crescentcell"	0
"79134"	"SN-DLSO3 right"	"crescentcell"	0
"79135"	"SN-DLSO3 left"	"prototroch"	0
"79136"	"SN-DLSO3 right"	"prototroch"	0
"79137"	"SN-DLSO3 left"	"nuchalCiliaCilia"	0
"79138"	"SN-DLSO3 right"	"nuchalCiliaCilia"	0
"79139"	"SN-DLSO3 left"	"metatroch"	0
"79140"	"SN-DLSO3 right"	"metatroch"	0
"79141"	"SN-DLSO3 left"	"paratroch"	0
"79142"	"SN-DLSO3 right"	"paratroch"	0
"79143"	"SN-DLSO3 left"	"spinGland"	0
"79144"	"SN-DLSO3 right"	"spinGland"	0
"79145"	"SN-DLSO3 left"	"covercell"	0
"79146"	"SN-DLSO3 right"	"covercell"	0
"79147"	"SN-DLSO3 left"	"ciliatedGland"	0
"79148"	"SN-DLSO3 right"	"ciliatedGland"	0
"79149"	"SN-DLSO3 left"	"eyespot-pigment-cell"	0
"79150"	"SN-DLSO3 right"	"eyespot-pigment-cell"	0
"79151"	"SN-DLSO3 left"	"pigment-cell"	0
"79152"	"SN-DLSO3 right"	"pigment-cell"	0
"79153"	"SN-DLSO3 left"	"gland-pigment"	0
"79154"	"SN-DLSO3 right"	"gland-pigment"	0
"79155"	"SN-DLSO3 left"	"macrophage-like"	0
"79156"	"SN-DLSO3 right"	"macrophage-like"	0
"79157"	"SN-DLSO3 left"	"yolk-cover-cell cell"	0
"79158"	"SN-DLSO3 right"	"yolk-cover-cell cell"	0
"79159"	"SN-DLSO3 left"	"flat-glia"	0
"79160"	"SN-DLSO3 right"	"flat-glia"	0
"79161"	"SN-DLSO3 left"	"ECmidline"	0
"79162"	"SN-DLSO3 right"	"ECmidline"	0
"79163"	"SN-DLSO3 left"	"MVGland"	0
"79164"	"SN-DLSO3 right"	"MVGland"	0
"79165"	"SN-DLSO3 left"	"microvillarCell"	0
"79166"	"SN-DLSO3 right"	"microvillarCell"	0
"79167"	"SN-DLSO3 left"	"protonephridium"	0
"79168"	"SN-DLSO3 right"	"protonephridium"	0
"79169"	"SN-DLSO3 left"	"nephridium"	0
"79170"	"SN-DLSO3 right"	"nephridium"	0
"79171"	"SN-DLSO3 left"	"nephridiumTip"	0
"79172"	"SN-DLSO3 right"	"nephridiumTip"	0
"79173"	"SN-DLSO3 left"	"chaeta"	0
"79174"	"SN-DLSO3 right"	"chaeta"	0
"79175"	"SN-DLSO3 left"	"acicula"	0
"79176"	"SN-DLSO3 right"	"acicula"	0
"79177"	"SN-DLSO3 left"	"acFC-noER"	0
"79178"	"SN-DLSO3 right"	"acFC-noER"	0
"79179"	"SN-DLSO3 left"	"chaeFC-hemi"	0
"79180"	"SN-DLSO3 right"	"chaeFC-hemi"	0
"79181"	"SN-DLSO3 left"	"chaeFC-ER"	0
"79182"	"SN-DLSO3 right"	"chaeFC-ER"	0
"79183"	"SN-DLSO3 left"	"chaeFC-noER"	0
"79184"	"SN-DLSO3 right"	"chaeFC-noER"	0
"79185"	"SN-DLSO3 left"	"chaeFC-EC"	0
"79186"	"SN-DLSO3 right"	"chaeFC-EC"	0
"79187"	"SN-DLSO3 left"	"HeadGland"	0
"79188"	"SN-DLSO3 right"	"HeadGland"	0
"79189"	"SN-DLSO3 left"	"InterparaGland"	0
"79190"	"SN-DLSO3 right"	"InterparaGland"	0
"79191"	"SN-DLSO3 left"	"spinMicroGland"	0
"79192"	"SN-DLSO3 right"	"spinMicroGland"	0
"79193"	"SN-DLSO3 left"	"CB-pigment"	0
"79194"	"SN-DLSO3 right"	"CB-pigment"	0
"79195"	"SN-DLSO3 left"	"vacuolar-cell-head"	0
"79196"	"SN-DLSO3 right"	"vacuolar-cell-head"	0
"79197"	"SN-DLSO3 left"	"Glia-pigmented"	0
"79198"	"SN-DLSO3 right"	"Glia-pigmented"	0
"79199"	"SN-DLSO3 left"	"pygidial-pigment-cell"	0
"79200"	"SN-DLSO3 right"	"pygidial-pigment-cell"	0
"79201"	"SN-DLSO3 left"	"coelothelium"	0
"79202"	"SN-DLSO3 right"	"coelothelium"	0
"79203"	"SN-DLSO3 left"	"MUSac-notA"	0
"79204"	"SN-DLSO3 right"	"MUSac-notA"	0
"79205"	"SN-DLSO3 left"	"MUSac-notP"	0
"79206"	"SN-DLSO3 right"	"MUSac-notP"	0
"79207"	"SN-DLSO3 left"	"MUSac-notM"	0
"79208"	"SN-DLSO3 right"	"MUSac-notM"	0
"79209"	"SN-DLSO3 left"	"MUSac-neuAV"	0
"79210"	"SN-DLSO3 right"	"MUSac-neuAV"	0
"79211"	"SN-DLSO3 left"	"MUSac-neuPD"	0
"79212"	"SN-DLSO3 right"	"MUSac-neuPD"	0
"79213"	"SN-DLSO3 left"	"MUSac-neuPV"	0
"79214"	"SN-DLSO3 right"	"MUSac-neuPV"	0
"79215"	"SN-DLSO3 left"	"MUSac-neuDy"	0
"79216"	"SN-DLSO3 right"	"MUSac-neuDy"	0
"79217"	"SN-DLSO3 left"	"MUSac-neuDx"	0
"79218"	"SN-DLSO3 right"	"MUSac-neuDx"	0
"79219"	"SN-DLSO3 left"	"MUSac-neuDach"	0
"79220"	"SN-DLSO3 right"	"MUSac-neuDach"	0
"79221"	"SN-DLSO3 left"	"MUSac-neure"	0
"79222"	"SN-DLSO3 right"	"MUSac-neure"	0
"79223"	"SN-DLSO3 left"	"MUSac-i"	0
"79224"	"SN-DLSO3 right"	"MUSac-i"	0
"79225"	"SN-DLSO3 left"	"MUSobA-re"	0
"79226"	"SN-DLSO3 right"	"MUSobA-re"	0
"79227"	"SN-DLSO3 left"	"MUSobA-arc"	0
"79228"	"SN-DLSO3 right"	"MUSobA-arc"	0
"79229"	"SN-DLSO3 left"	"MUSobA-mpp"	0
"79230"	"SN-DLSO3 right"	"MUSobA-mpp"	0
"79231"	"SN-DLSO3 left"	"MUSobA-mlpp"	0
"79232"	"SN-DLSO3 right"	"MUSobA-mlpp"	0
"79233"	"SN-DLSO3 left"	"MUSobA-lpp"	0
"79234"	"SN-DLSO3 right"	"MUSobA-lpp"	0
"79235"	"SN-DLSO3 left"	"MUSobA-trans"	0
"79236"	"SN-DLSO3 right"	"MUSobA-trans"	0
"79237"	"SN-DLSO3 left"	"MUSobP-notD"	0
"79238"	"SN-DLSO3 right"	"MUSobP-notD"	0
"79239"	"SN-DLSO3 left"	"MUSobP-neuDlong"	0
"79240"	"SN-DLSO3 right"	"MUSobP-neuDlong"	0
"79241"	"SN-DLSO3 left"	"MUSobP-neuDprox"	0
"79242"	"SN-DLSO3 right"	"MUSobP-neuDprox"	0
"79243"	"SN-DLSO3 left"	"MUSobP-neuDdist"	0
"79244"	"SN-DLSO3 right"	"MUSobP-neuDdist"	0
"79245"	"SN-DLSO3 left"	"MUSobP-neuV"	0
"79246"	"SN-DLSO3 right"	"MUSobP-neuV"	0
"79247"	"SN-DLSO3 left"	"MUSobP-notV"	0
"79248"	"SN-DLSO3 right"	"MUSobP-notV"	0
"79249"	"SN-DLSO3 left"	"MUSobP-M"	0
"79250"	"SN-DLSO3 right"	"MUSobP-M"	0
"79251"	"SN-DLSO3 left"	"MUSobP-noty"	0
"79252"	"SN-DLSO3 right"	"MUSobP-noty"	0
"79253"	"SN-DLSO3 left"	"MUSobP-i"	0
"79254"	"SN-DLSO3 right"	"MUSobP-i"	0
"79255"	"SN-DLSO3 left"	"MUSchae-notDob"	0
"79256"	"SN-DLSO3 right"	"MUSchae-notDob"	0
"79257"	"SN-DLSO3 left"	"MUSchae-notD"	0
"79258"	"SN-DLSO3 right"	"MUSchae-notD"	0
"79259"	"SN-DLSO3 left"	"MUSchae-notDn"	0
"79260"	"SN-DLSO3 right"	"MUSchae-notDn"	0
"79261"	"SN-DLSO3 left"	"MUSchae-notA"	0
"79262"	"SN-DLSO3 right"	"MUSchae-notA"	0
"79263"	"SN-DLSO3 left"	"MUSchae-notAac"	0
"79264"	"SN-DLSO3 right"	"MUSchae-notAac"	0
"79265"	"SN-DLSO3 left"	"MUSchae-notAre"	0
"79266"	"SN-DLSO3 right"	"MUSchae-notAre"	0
"79267"	"SN-DLSO3 left"	"MUSchae-neuVob"	0
"79268"	"SN-DLSO3 right"	"MUSchae-neuVob"	0
"79269"	"SN-DLSO3 left"	"MUSchae-neuDac"	0
"79270"	"SN-DLSO3 right"	"MUSchae-neuDac"	0
"79271"	"SN-DLSO3 left"	"MUSchae-neuAVo"	0
"79272"	"SN-DLSO3 right"	"MUSchae-neuAVo"	0
"79273"	"SN-DLSO3 left"	"MUSchae-neuAVt"	0
"79274"	"SN-DLSO3 right"	"MUSchae-neuAVt"	0
"79275"	"SN-DLSO3 left"	"MUSchae-Are"	0
"79276"	"SN-DLSO3 right"	"MUSchae-Are"	0
"79277"	"SN-DLSO3 left"	"MUStrans"	0
"79278"	"SN-DLSO3 right"	"MUStrans"	0
"79279"	"SN-DLSO3 left"	"MUSlongD"	0
"79280"	"SN-DLSO3 right"	"MUSlongD"	0
"79281"	"SN-DLSO3 left"	"MUSlongV"	0
"79282"	"SN-DLSO3 right"	"MUSlongV"	0
"79283"	"SN-DLSO3 left"	"MUSax"	0
"79284"	"SN-DLSO3 right"	"MUSax"	0
"79285"	"SN-DLSO3 left"	"MUSring-pyg"	0
"79286"	"SN-DLSO3 right"	"MUSring-pyg"	0
"79287"	"SN-DLSO3 left"	"MUSph"	0
"79288"	"SN-DLSO3 right"	"MUSph"	0
"79289"	"SN-DLSO3 left"	"MUSll"	0
"79290"	"SN-DLSO3 right"	"MUSll"	0
"79291"	"SN-DLSO3 left"	"MUSant"	0
"79292"	"SN-DLSO3 right"	"MUSant"	0
"79293"	"SN-DLSO3 left"	"MUSly"	0
"79294"	"SN-DLSO3 right"	"MUSly"	0
"79295"	"SN-DLSO3 left"	"MUSpl"	0
"79296"	"SN-DLSO3 right"	"MUSpl"	0
"79297"	"SN-DLSO3 left"	"MUSci"	0
"79298"	"SN-DLSO3 right"	"MUSci"	0
"79299"	"SN-DLSO3 left"	"MUSch"	0
"79300"	"SN-DLSO3 right"	"MUSch"	0
"79301"	"SN-DLSO3 left"	"MUSpx"	0
"79302"	"SN-DLSO3 right"	"MUSpx"	0
"79303"	"SN-DLSO3 left"	"MUSpr-vt"	0
"79304"	"SN-DLSO3 right"	"MUSpr-vt"	0
"79305"	"SN-DLSO3 left"	"MUStri"	0
"79306"	"SN-DLSO3 right"	"MUStri"	0
"79307"	"SN-DLSO3 left"	"MUSmed"	0
"79308"	"SN-DLSO3 right"	"MUSmed"	0
"79309"	"SN-DLSO3 left"	"EC"	0
"79310"	"SN-DLSO3 right"	"EC"	0
"79311"	"SN-DLSO3 left"	"yolk"	0
"79312"	"SN-DLSO3 right"	"yolk"	0
"79313"	"SN-MIP4 left"	"akrotroch"	0
"79314"	"SN-MIP4 right"	"akrotroch"	0
"79315"	"SN-MIP4 left"	"crescentcell"	0
"79316"	"SN-MIP4 right"	"crescentcell"	0
"79317"	"SN-MIP4 left"	"prototroch"	0
"79318"	"SN-MIP4 right"	"prototroch"	0
"79319"	"SN-MIP4 left"	"nuchalCiliaCilia"	0
"79320"	"SN-MIP4 right"	"nuchalCiliaCilia"	0
"79321"	"SN-MIP4 left"	"metatroch"	0
"79322"	"SN-MIP4 right"	"metatroch"	0
"79323"	"SN-MIP4 left"	"paratroch"	0
"79324"	"SN-MIP4 right"	"paratroch"	0
"79325"	"SN-MIP4 left"	"spinGland"	0
"79326"	"SN-MIP4 right"	"spinGland"	0
"79327"	"SN-MIP4 left"	"covercell"	0
"79328"	"SN-MIP4 right"	"covercell"	0
"79329"	"SN-MIP4 left"	"ciliatedGland"	0
"79330"	"SN-MIP4 right"	"ciliatedGland"	0
"79331"	"SN-MIP4 left"	"eyespot-pigment-cell"	0
"79332"	"SN-MIP4 right"	"eyespot-pigment-cell"	0
"79333"	"SN-MIP4 left"	"pigment-cell"	0
"79334"	"SN-MIP4 right"	"pigment-cell"	0
"79335"	"SN-MIP4 left"	"gland-pigment"	0
"79336"	"SN-MIP4 right"	"gland-pigment"	0
"79337"	"SN-MIP4 left"	"macrophage-like"	0
"79338"	"SN-MIP4 right"	"macrophage-like"	0
"79339"	"SN-MIP4 left"	"yolk-cover-cell cell"	0
"79340"	"SN-MIP4 right"	"yolk-cover-cell cell"	0
"79341"	"SN-MIP4 left"	"flat-glia"	0
"79342"	"SN-MIP4 right"	"flat-glia"	0
"79343"	"SN-MIP4 left"	"ECmidline"	0
"79344"	"SN-MIP4 right"	"ECmidline"	0
"79345"	"SN-MIP4 left"	"MVGland"	0
"79346"	"SN-MIP4 right"	"MVGland"	0
"79347"	"SN-MIP4 left"	"microvillarCell"	0
"79348"	"SN-MIP4 right"	"microvillarCell"	0
"79349"	"SN-MIP4 left"	"protonephridium"	0
"79350"	"SN-MIP4 right"	"protonephridium"	0
"79351"	"SN-MIP4 left"	"nephridium"	0
"79352"	"SN-MIP4 right"	"nephridium"	0
"79353"	"SN-MIP4 left"	"nephridiumTip"	0
"79354"	"SN-MIP4 right"	"nephridiumTip"	0
"79355"	"SN-MIP4 left"	"chaeta"	0
"79356"	"SN-MIP4 right"	"chaeta"	0
