"presynaptic"	"postsynaptic"	"synapses"
"11668"	"eyespot-PRCR1 right"	"MNheadV"	0
"11669"	"eyespot-PRCR1 left"	"INsqNSasym"	0
"11670"	"eyespot-PRCR1 right"	"INsqNSasym"	0
"11671"	"eyespot-PRCR1 left"	"INbiaxHmid"	0
"11672"	"eyespot-PRCR1 right"	"INbiaxHmid"	0
"11673"	"eyespot-PRCR1 left"	"MNantelope"	0
"11674"	"eyespot-PRCR1 right"	"MNantelope"	0
"11675"	"eyespot-PRCR1 left"	"MNsmile"	0
"11676"	"eyespot-PRCR1 right"	"MNsmile"	0
"11677"	"eyespot-PRCR1 left"	"INhorn"	0
"11678"	"eyespot-PRCR1 right"	"INhorn"	0
"11679"	"eyespot-PRCR1 left"	"INMBPDF"	0
"11680"	"eyespot-PRCR1 right"	"INMBPDF"	0
"11681"	"eyespot-PRCR1 left"	"INMBdescFMRF"	0
"11682"	"eyespot-PRCR1 right"	"INMBdescFMRF"	0
"11683"	"eyespot-PRCR1 left"	"INDLSO"	0
"11684"	"eyespot-PRCR1 right"	"INDLSO"	0
"11685"	"eyespot-PRCR1 left"	"SNtorii"	0
"11686"	"eyespot-PRCR1 right"	"SNtorii"	0
"11687"	"eyespot-PRCR1 left"	"INexsn"	0
"11688"	"eyespot-PRCR1 right"	"INexsn"	0
"11689"	"eyespot-PRCR1 left"	"MBmouth"	0
"11690"	"eyespot-PRCR1 right"	"MBmouth"	0
"11691"	"eyespot-PRCR1 left"	"SNtrpa"	0
"11692"	"eyespot-PRCR1 right"	"SNtrpa"	0
"11693"	"eyespot-PRCR1 left"	"INtorii"	0
"11694"	"eyespot-PRCR1 right"	"INtorii"	0
"11695"	"eyespot-PRCR1 left"	"INUturnMB"	0
"11696"	"eyespot-PRCR1 right"	"INUturnMB"	0
"11697"	"eyespot-PRCR1 left"	"INface"	0
"11698"	"eyespot-PRCR1 right"	"INface"	0
"11699"	"eyespot-PRCR1 left"	"INMBdesc3"	0
"11700"	"eyespot-PRCR1 right"	"INMBdesc3"	0
"11701"	"eyespot-PRCR1 left"	"INMBdesc2"	0
"11702"	"eyespot-PRCR1 right"	"INMBdesc2"	0
"11703"	"eyespot-PRCR1 left"	"INpara"	0
"11704"	"eyespot-PRCR1 right"	"INpara"	0
"11705"	"eyespot-PRCR1 left"	"INMBtype9"	0
"11706"	"eyespot-PRCR1 right"	"INMBtype9"	0
"11707"	"eyespot-PRCR1 left"	"INMBtype2"	0
"11708"	"eyespot-PRCR1 right"	"INMBtype2"	0
"11709"	"eyespot-PRCR1 left"	"INdecussM"	0
"11710"	"eyespot-PRCR1 right"	"INdecussM"	0
"11711"	"eyespot-PRCR1 left"	"INiaStiff"	0
"11712"	"eyespot-PRCR1 right"	"INiaStiff"	0
"11713"	"eyespot-PRCR1 left"	"INmantis"	0
"11714"	"eyespot-PRCR1 right"	"INmantis"	0
"11715"	"eyespot-PRCR1 left"	"INsplitSpin"	0
"11716"	"eyespot-PRCR1 right"	"INsplitSpin"	0
"11717"	"MS3 left"	"PRC"	0
"11718"	"MS3 right"	"PRC"	0
"11719"	"MS3 left"	"IN1"	0
"11720"	"MS3 right"	"IN1"	0
"11721"	"MS3 left"	"INton"	0
"11722"	"MS3 right"	"INton"	0
"11723"	"MS3 left"	"INpreSer"	0
"11724"	"MS3 right"	"INpreSer"	0
"11725"	"MS3 left"	"cPRC"	0
"11726"	"MS3 right"	"cPRC"	0
"11727"	"MS3 left"	"INRGWa"	1
"11728"	"MS3 right"	"INRGWa"	1
"11729"	"MS3 left"	"INNOS"	0
"11730"	"MS3 right"	"INNOS"	0
"11731"	"MS3 left"	"Ser-h1"	0
"11732"	"MS3 right"	"Ser-h1"	0
"11733"	"MS3 left"	"MC"	0
"11734"	"MS3 right"	"MC"	0
"11735"	"MS3 left"	"cMNPDF-vcl1"	0
"11736"	"MS3 right"	"cMNPDF-vcl1"	0
"11737"	"MS3 left"	"cMNATO"	0
"11738"	"MS3 right"	"cMNATO"	0
"11739"	"MS3 left"	"cMNdc"	0
"11740"	"MS3 right"	"cMNdc"	0
"11741"	"MS3 left"	"SNnuchPDF"	0
"11742"	"MS3 right"	"SNnuchPDF"	0
"11743"	"MS3 left"	"SNnuchNS"	0
"11744"	"MS3 right"	"SNnuchNS"	0
"11745"	"MS3 left"	"SNnuchBx"	0
"11746"	"MS3 right"	"SNnuchBx"	0
"11747"	"MS3 left"	"SNgolden"	0
"11748"	"MS3 right"	"SNgolden"	0
"11749"	"MS3 left"	"SNhorn"	0
"11750"	"MS3 right"	"SNhorn"	0
"11751"	"MS3 left"	"SNhook"	0
"11752"	"MS3 right"	"SNhook"	0
"11753"	"MS3 left"	"MNant"	0
"11754"	"MS3 right"	"MNant"	0
"11755"	"MS3 left"	"SNlasso"	0
"11756"	"MS3 right"	"SNlasso"	0
"11757"	"MS3 left"	"INlasso"	0
"11758"	"MS3 right"	"INlasso"	0
"11759"	"MS3 left"	"INdecussPre"	0
"11760"	"MS3 right"	"INdecussPre"	0
"11761"	"MS3 left"	"INpreMN"	0
"11762"	"MS3 right"	"INpreMN"	0
"11763"	"MS3 left"	"SNMIP-vc"	2
"11764"	"MS3 right"	"SNMIP-vc"	0
"11765"	"MS3 left"	"SNmus"	0
"11766"	"MS3 right"	"SNmus"	0
"11767"	"MS3 left"	"SNantlerPDF"	0
"11768"	"MS3 right"	"SNantlerPDF"	0
"11769"	"MS3 left"	"SNPDF-dc"	0
"11770"	"MS3 right"	"SNPDF-dc"	0
"11771"	"MS3 left"	"SN0DLSO1.2-4"	0
"11772"	"MS3 right"	"SN0DLSO1.2-4"	0
"11773"	"MS3 left"	"SN-DLSO1.2-3"	0
"11774"	"MS3 right"	"SN-DLSO1.2-3"	0
"11775"	"MS3 left"	"SN-DLSO1.2-1"	0
"11776"	"MS3 right"	"SN-DLSO1.2-1"	0
"11777"	"MS3 left"	"SN-DLSO2"	0
"11778"	"MS3 right"	"SN-DLSO2"	0
"11779"	"MS3 left"	"SNMB2"	0
"11780"	"MS3 right"	"SNMB2"	0
"11781"	"MS3 left"	"eyespot-PRCR3"	0
"11782"	"MS3 right"	"eyespot-PRCR3"	0
"11783"	"MS3 left"	"eyespot-PRCR1"	0
"11784"	"MS3 right"	"eyespot-PRCR1"	0
"11785"	"MS3 left"	"MS1"	2
"11786"	"MS3 right"	"MS1"	0
"11787"	"MS3 left"	"MS4"	0
"11788"	"MS3 right"	"MS4"	0
"11789"	"MS3 left"	"MS3"	0
"11790"	"MS3 right"	"MS3"	1
"11791"	"MS3 left"	"MS5"	0
"11792"	"MS3 right"	"MS5"	0
"11793"	"MS3 left"	"SN-ASTC"	0
"11794"	"MS3 right"	"SN-ASTC"	0
"11795"	"MS3 left"	"SN-DLSO3-PDF"	0
"11796"	"MS3 right"	"SN-DLSO3-PDF"	0
"11797"	"MS3 left"	"SN-DLSO3"	0
"11798"	"MS3 right"	"SN-DLSO3"	0
"11799"	"MS3 left"	"MC2biax-1"	0
"11800"	"MS3 right"	"MC2biax-1"	0
"11801"	"MS3 left"	"SN-IRP2-burs"	0
"11802"	"MS3 right"	"SN-IRP2-burs"	0
"11803"	"MS3 left"	"SN-IRP2-FMRF"	0
"11804"	"MS3 right"	"SN-IRP2-FMRF"	0
"11805"	"MS3 left"	"SN-MIP4"	0
"11806"	"MS3 right"	"SN-MIP4"	0
"11807"	"MS3 left"	"SN-MIP1"	0
"11808"	"MS3 right"	"SN-MIP1"	0
"11809"	"MS3 left"	"MNspinning"	0
"11810"	"MS3 right"	"MNspinning"	0
"11811"	"MS3 left"	"SN-WLD"	0
"11812"	"MS3 right"	"SN-WLD"	0
"11813"	"MS3 left"	"SN-DSO"	0
"11814"	"MS3 right"	"SN-DSO"	0
"11815"	"MS3 left"	"SNbicil"	0
"11816"	"MS3 right"	"SNbicil"	0
"11817"	"MS3 left"	"SNasym"	0
"11818"	"MS3 right"	"SNasym"	0
"11819"	"MS3 left"	"SN47Ach"	0
"11820"	"MS3 right"	"SN47Ach"	0
"11821"	"MS3 left"	"INCrossbow"	5
"11822"	"MS3 right"	"INCrossbow"	10
"11823"	"MS3 left"	"pygPBunp"	0
"11824"	"MS3 right"	"pygPBunp"	0
"11825"	"MS3 left"	"INarc1"	0
"11826"	"MS3 right"	"INarc1"	0
"11827"	"MS3 left"	"INarc2"	0
"11828"	"MS3 right"	"INarc2"	0
"11829"	"MS3 left"	"INsn"	0
"11830"	"MS3 right"	"INsn"	0
"11831"	"MS3 left"	"INrope"	0
"11832"	"MS3 right"	"INrope"	0
"11833"	"MS3 left"	"Loop"	0
"11834"	"MS3 right"	"Loop"	0
"11835"	"MS3 left"	"INCM"	0
"11836"	"MS3 right"	"INCM"	0
"11837"	"MS3 left"	"MNspider-ant"	0
"11838"	"MS3 right"	"MNspider-ant"	0
"11839"	"MS3 left"	"MNspider-post"	0
"11840"	"MS3 right"	"MNspider-post"	0
"11841"	"MS3 left"	"MNbiramous"	0
"11842"	"MS3 right"	"MNbiramous"	0
"11843"	"MS3 left"	"MNring"	0
"11844"	"MS3 right"	"MNring"	0
"11845"	"MS3 left"	"MNcrab"	0
"11846"	"MS3 right"	"MNcrab"	0
"11847"	"MS3 left"	"MNhose"	0
"11848"	"MS3 right"	"MNhose"	0
"11849"	"MS3 left"	"MNbow"	0
"11850"	"MS3 right"	"MNbow"	0
"11851"	"MS3 left"	"MNwave"	0
"11852"	"MS3 right"	"MNwave"	0
"11853"	"MS3 left"	"MNacicX"	0
"11854"	"MS3 right"	"MNacicX"	0
"11855"	"MS3 left"	"INchaeMech"	0
"11856"	"MS3 right"	"INchaeMech"	0
"11857"	"MS3 left"	"chaeMech"	0
"11858"	"MS3 right"	"chaeMech"	0
"11859"	"MS3 left"	"INFVa-pyg"	0
"11860"	"MS3 right"	"INFVa-pyg"	0
"11861"	"MS3 left"	"INsplitCR"	0
"11862"	"MS3 right"	"INsplitCR"	0
"11863"	"MS3 left"	"INsplitCRATO"	0
"11864"	"MS3 right"	"INsplitCRATO"	0
"11865"	"MS3 left"	"INMC3"	0
"11866"	"MS3 right"	"INMC3"	0
"11867"	"MS3 left"	"INbiax"	0
"11868"	"MS3 right"	"INbiax"	0
"11869"	"MS3 left"	"INsplitPB-RF/Ya"	0
"11870"	"MS3 right"	"INsplitPB-RF/Ya"	0
"11871"	"MS3 left"	"INsplitPBant"	0
"11872"	"MS3 right"	"INsplitPBant"	0
"11873"	"MS3 left"	"INsplitPB"	0
"11874"	"MS3 right"	"INsplitPB"	0
"11875"	"MS3 left"	"PB"	0
"11876"	"MS3 right"	"PB"	0
"11877"	"MS3 left"	"interparaPM1"	0
"11878"	"MS3 right"	"interparaPM1"	0
"11879"	"MS3 left"	"cioMNcover"	0
"11880"	"MS3 right"	"cioMNcover"	0
"11881"	"MS3 left"	"INsplitPUh"	0
"11882"	"MS3 right"	"INsplitPUh"	0
"11883"	"MS3 left"	"MN3"	0
"11884"	"MS3 right"	"MN3"	0
"11885"	"MS3 left"	"MN1"	0
"11886"	"MS3 right"	"MN1"	0
"11887"	"MS3 left"	"MN2"	0
"11888"	"MS3 right"	"MN2"	0
"11889"	"MS3 left"	"MC3cover"	0
"11890"	"MS3 right"	"MC3cover"	0
"11891"	"MS3 left"	"antPUc"	0
"11892"	"MS3 right"	"antPUc"	0
"11893"	"MS3 left"	"spinPU"	0
"11894"	"MS3 right"	"spinPU"	0
"11895"	"MS3 left"	"VentraltrunkPUunp"	0
"11896"	"MS3 right"	"VentraltrunkPUunp"	0
"11897"	"MS3 left"	"trochPU"	0
"11898"	"MS3 right"	"trochPU"	0
"11899"	"MS3 left"	"hPUc1"	0
"11900"	"MS3 right"	"hPUc1"	0
"11901"	"MS3 left"	"pygCirrusPUSM"	0
"11902"	"MS3 right"	"pygCirrusPUSM"	0
"11903"	"MS3 left"	"hCirrusPU"	0
"11904"	"MS3 right"	"hCirrusPU"	0
"11905"	"MS3 left"	"parapodPU"	0
"11906"	"MS3 right"	"parapodPU"	0
"11907"	"MS3 left"	"hPU"	0
"11908"	"MS3 right"	"hPU"	0
"11909"	"MS3 left"	"dsoPU"	0
"11910"	"MS3 right"	"dsoPU"	0
"11911"	"MS3 left"	"pygCirrusPU"	0
"11912"	"MS3 right"	"pygCirrusPU"	0
"11913"	"MS3 left"	"hPU2l-asymPDF"	0
"11914"	"MS3 right"	"hPU2l-asymPDF"	0
"11915"	"MS3 left"	"hCR"	0
"11916"	"MS3 right"	"hCR"	0
"11917"	"MS3 left"	"ventralpygCR"	0
"11918"	"MS3 right"	"ventralpygCR"	0
"11919"	"MS3 left"	"doCRunp"	0
"11920"	"MS3 right"	"doCRunp"	0
"11921"	"MS3 left"	"SN-DLSO1.0"	0
"11922"	"MS3 right"	"SN-DLSO1.0"	0
"11923"	"MS3 left"	"INdc"	0
"11924"	"MS3 right"	"INdc"	0
"11925"	"MS3 left"	"INbackcross"	0
"11926"	"MS3 right"	"INbackcross"	0
"11927"	"MS3 left"	"MNcommUpL"	0
"11928"	"MS3 right"	"MNcommUpL"	0
"11929"	"MS3 left"	"MNob-ipsi"	0
"11930"	"MS3 right"	"MNob-ipsi"	0
"11931"	"MS3 left"	"INbiaxLeg"	0
"11932"	"MS3 right"	"INbiaxLeg"	0
"11933"	"MS3 left"	"INbiaxH"	0
"11934"	"MS3 right"	"INbiaxH"	0
"11935"	"MS3 left"	"SN-NS1"	0
"11936"	"MS3 right"	"SN-NS1"	0
"11937"	"MS3 left"	"SN-NS3"	0
"11938"	"MS3 right"	"SN-NS3"	0
"11939"	"MS3 left"	"SN-NS4"	0
"11940"	"MS3 right"	"SN-NS4"	0
"11941"	"MS3 left"	"SN-NS15"	0
"11942"	"MS3 right"	"SN-NS15"	0
"11943"	"MS3 left"	"SNaant"	0
"11944"	"MS3 right"	"SNaant"	0
"11945"	"MS3 left"	"SNPDF-pyg"	0
"11946"	"MS3 right"	"SNPDF-pyg"	0
"11947"	"MS3 left"	"INfoot"	0
"11948"	"MS3 right"	"INfoot"	0
"11949"	"MS3 left"	"INW"	0
"11950"	"MS3 right"	"INW"	0
"11951"	"MS3 left"	"INmidL"	0
"11952"	"MS3 right"	"INmidL"	0
"11953"	"MS3 left"	"INhook"	0
"11954"	"MS3 right"	"INhook"	0
"11955"	"MS3 left"	"INMBtype6"	0
"11956"	"MS3 right"	"INMBtype6"	0
"11957"	"MS3 left"	"INMBtype5"	0
"11958"	"MS3 right"	"INMBtype5"	0
"11959"	"MS3 left"	"INMBtype7"	0
"11960"	"MS3 right"	"INMBtype7"	0
"11961"	"MS3 left"	"INcross"	0
"11962"	"MS3 right"	"INcross"	0
"11963"	"MS3 left"	"INpro"	0
"11964"	"MS3 right"	"INpro"	0
"11965"	"MS3 left"	"INproT2"	0
"11966"	"MS3 right"	"INproT2"	0
"11967"	"MS3 left"	"INpear"	0
"11968"	"MS3 right"	"INpear"	0
"11969"	"MS3 left"	"INZ"	0
"11970"	"MS3 right"	"INZ"	0
"11971"	"MS3 left"	"MNpostv"	0
"11972"	"MS3 right"	"MNpostv"	0
"11973"	"MS3 left"	"SN-NS22"	0
"11974"	"MS3 right"	"SN-NS22"	0
"11975"	"MS3 left"	"SN-NS5"	0
"11976"	"MS3 right"	"SN-NS5"	0
"11977"	"MS3 left"	"SN-NS17"	0
"11978"	"MS3 right"	"SN-NS17"	0
"11979"	"MS3 left"	"SN-YF5cil"	0
"11980"	"MS3 right"	"SN-YF5cil"	0
"11981"	"MS3 left"	"SN-NS19"	0
"11982"	"MS3 right"	"SN-NS19"	0
"11983"	"MS3 left"	"SN-NS20"	0
"11984"	"MS3 right"	"SN-NS20"	0
"11985"	"MS3 left"	"SN-NS6"	0
"11986"	"MS3 right"	"SN-NS6"	0
"11987"	"MS3 left"	"SN-NS29"	0
"11988"	"MS3 right"	"SN-NS29"	0
"11989"	"MS3 left"	"SN-NS27"	0
"11990"	"MS3 right"	"SN-NS27"	0
"11991"	"MS3 left"	"SN-NS18"	0
"11992"	"MS3 right"	"SN-NS18"	0
"11993"	"MS3 left"	"SN-NS16"	0
"11994"	"MS3 right"	"SN-NS16"	0
"11995"	"MS3 left"	"INbigloop"	0
"11996"	"MS3 right"	"INbigloop"	0
"11997"	"MS3 left"	"SNadNS22"	0
"11998"	"MS3 right"	"SNadNS22"	0
"11999"	"MS3 left"	"Ser-tr1"	0
"12000"	"MS3 right"	"Ser-tr1"	0
"12001"	"MS3 left"	"SNFVa"	0
"12002"	"MS3 right"	"SNFVa"	0
"12003"	"MS3 left"	"INUturn"	0
"12004"	"MS3 right"	"INUturn"	0
"12005"	"MS3 left"	"INATOpyg"	0
"12006"	"MS3 right"	"INATOpyg"	0
"12007"	"MS3 left"	"INcomm-Upstairs"	0
"12008"	"MS3 right"	"INcomm-Upstairs"	0
"12009"	"MS3 left"	"INasc-pyg"	0
"12010"	"MS3 right"	"INasc-pyg"	0
"12011"	"MS3 left"	"SNblunt"	0
"12012"	"MS3 right"	"SNblunt"	0
"12013"	"MS3 left"	"INsplitBronto"	0
"12014"	"MS3 right"	"INsplitBronto"	0
"12015"	"MS3 left"	"INleucoPU"	0
"12016"	"MS3 right"	"INleucoPU"	0
"12017"	"MS3 left"	"MNladder"	0
"12018"	"MS3 right"	"MNladder"	0
"12019"	"MS3 left"	"INdecussfoot"	1
"12020"	"MS3 right"	"INdecussfoot"	1
"12021"	"MS3 left"	"INdecusshook"	0
"12022"	"MS3 right"	"INdecusshook"	0
"12023"	"MS3 left"	"INpreLadder"	0
"12024"	"MS3 right"	"INpreLadder"	0
"12025"	"MS3 left"	"INcomm-Upcross"	0
"12026"	"MS3 right"	"INcomm-Upcross"	0
"12027"	"MS3 left"	"MNacic"	0
"12028"	"MS3 right"	"MNacic"	0
"12029"	"MS3 left"	"INsplitVent"	0
"12030"	"MS3 right"	"INsplitVent"	0
"12031"	"MS3 left"	"INcomm-DownL"	0
"12032"	"MS3 right"	"INcomm-DownL"	0
"12033"	"MS3 left"	"MNarm"	0
"12034"	"MS3 right"	"MNarm"	0
"12035"	"MS3 left"	"INlasso-postSN"	0
"12036"	"MS3 right"	"INlasso-postSN"	0
"12037"	"MS3 left"	"MNantacic"	0
"12038"	"MS3 right"	"MNantacic"	0
"12039"	"MS3 left"	"MNpostacic"	0
"12040"	"MS3 right"	"MNpostacic"	0
"12041"	"MS3 left"	"SN-DLSO1.3"	0
"12042"	"MS3 right"	"SN-DLSO1.3"	0
"12043"	"MS3 left"	"MNakro"	0
"12044"	"MS3 right"	"MNakro"	0
"12045"	"MS3 left"	"MNchae"	0
"12046"	"MS3 right"	"MNchae"	0
"12047"	"MS3 left"	"MNgland-head"	0
"12048"	"MS3 right"	"MNgland-head"	0
"12049"	"MS3 left"	"SNstiff"	0
"12050"	"MS3 right"	"SNstiff"	0
"12051"	"MS3 left"	"SNbronto"	0
"12052"	"MS3 right"	"SNbronto"	0
"12053"	"MS3 left"	"INcommascFV"	0
"12054"	"MS3 right"	"INcommascFV"	0
"12055"	"MS3 left"	"SNpygM"	0
"12056"	"MS3 right"	"SNpygM"	0
"12057"	"MS3 left"	"INR1"	0
"12058"	"MS3 right"	"INR1"	0
"12059"	"MS3 left"	"SN-DLSO1.1NP"	0
"12060"	"MS3 right"	"SN-DLSO1.1NP"	0
"12061"	"MS3 left"	"SN-DLSO1.1"	0
"12062"	"MS3 right"	"SN-DLSO1.1"	0
"12063"	"MS3 left"	"INmus"	0
"12064"	"MS3 right"	"INmus"	0
"12065"	"MS3 left"	"INdescLuqinPDF"	0
"12066"	"MS3 right"	"INdescLuqinPDF"	0
"12067"	"MS3 left"	"INcosplit"	0
"12068"	"MS3 right"	"INcosplit"	0
"12069"	"MS3 left"	"INcommdescFVa"	0
"12070"	"MS3 right"	"INcommdescFVa"	0
"12071"	"MS3 left"	"MNheadV"	0
"12072"	"MS3 right"	"MNheadV"	0
"12073"	"MS3 left"	"INsqNSasym"	0
"12074"	"MS3 right"	"INsqNSasym"	0
"12075"	"MS3 left"	"INbiaxHmid"	0
"12076"	"MS3 right"	"INbiaxHmid"	0
"12077"	"MS3 left"	"MNantelope"	0
"12078"	"MS3 right"	"MNantelope"	0
"12079"	"MS3 left"	"MNsmile"	0
"12080"	"MS3 right"	"MNsmile"	0
"12081"	"MS3 left"	"INhorn"	0
"12082"	"MS3 right"	"INhorn"	0
"12083"	"MS3 left"	"INMBPDF"	0
"12084"	"MS3 right"	"INMBPDF"	1
"12085"	"MS3 left"	"INMBdescFMRF"	0
"12086"	"MS3 right"	"INMBdescFMRF"	0
"12087"	"MS3 left"	"INDLSO"	0
"12088"	"MS3 right"	"INDLSO"	0
"12089"	"MS3 left"	"SNtorii"	0
"12090"	"MS3 right"	"SNtorii"	0
"12091"	"MS3 left"	"INexsn"	0
"12092"	"MS3 right"	"INexsn"	0
"12093"	"MS3 left"	"MBmouth"	0
"12094"	"MS3 right"	"MBmouth"	0
"12095"	"MS3 left"	"SNtrpa"	0
"12096"	"MS3 right"	"SNtrpa"	0
"12097"	"MS3 left"	"INtorii"	0
"12098"	"MS3 right"	"INtorii"	0
"12099"	"MS3 left"	"INUturnMB"	0
"12100"	"MS3 right"	"INUturnMB"	0
"12101"	"MS3 left"	"INface"	0
"12102"	"MS3 right"	"INface"	0
"12103"	"MS3 left"	"INMBdesc3"	0
"12104"	"MS3 right"	"INMBdesc3"	0
"12105"	"MS3 left"	"INMBdesc2"	0
"12106"	"MS3 right"	"INMBdesc2"	0
"12107"	"MS3 left"	"INpara"	0
"12108"	"MS3 right"	"INpara"	0
"12109"	"MS3 left"	"INMBtype9"	0
"12110"	"MS3 right"	"INMBtype9"	0
"12111"	"MS3 left"	"INMBtype2"	0
"12112"	"MS3 right"	"INMBtype2"	0
"12113"	"MS3 left"	"INdecussM"	0
"12114"	"MS3 right"	"INdecussM"	0
"12115"	"MS3 left"	"INiaStiff"	0
"12116"	"MS3 right"	"INiaStiff"	0
"12117"	"MS3 left"	"INmantis"	0
"12118"	"MS3 right"	"INmantis"	0
"12119"	"MS3 left"	"INsplitSpin"	0
"12120"	"MS3 right"	"INsplitSpin"	0
"12121"	"MS5 left"	"PRC"	0
"12122"	"MS5 right"	"PRC"	0
"12123"	"MS5 left"	"IN1"	0
"12124"	"MS5 right"	"IN1"	0
"12125"	"MS5 left"	"INton"	1
"12126"	"MS5 right"	"INton"	1
"12127"	"MS5 left"	"INpreSer"	0
"12128"	"MS5 right"	"INpreSer"	0
"12129"	"MS5 left"	"cPRC"	0
"12130"	"MS5 right"	"cPRC"	0
"12131"	"MS5 left"	"INRGWa"	0
"12132"	"MS5 right"	"INRGWa"	0
"12133"	"MS5 left"	"INNOS"	0
"12134"	"MS5 right"	"INNOS"	0
"12135"	"MS5 left"	"Ser-h1"	0
"12136"	"MS5 right"	"Ser-h1"	0
"12137"	"MS5 left"	"MC"	0
"12138"	"MS5 right"	"MC"	0
"12139"	"MS5 left"	"cMNPDF-vcl1"	0
"12140"	"MS5 right"	"cMNPDF-vcl1"	0
"12141"	"MS5 left"	"cMNATO"	0
"12142"	"MS5 right"	"cMNATO"	0
"12143"	"MS5 left"	"cMNdc"	0
"12144"	"MS5 right"	"cMNdc"	0
"12145"	"MS5 left"	"SNnuchPDF"	0
"12146"	"MS5 right"	"SNnuchPDF"	0
"12147"	"MS5 left"	"SNnuchNS"	0
"12148"	"MS5 right"	"SNnuchNS"	0
"12149"	"MS5 left"	"SNnuchBx"	0
"12150"	"MS5 right"	"SNnuchBx"	0
"12151"	"MS5 left"	"SNgolden"	0
"12152"	"MS5 right"	"SNgolden"	0
"12153"	"MS5 left"	"SNhorn"	0
"12154"	"MS5 right"	"SNhorn"	0
"12155"	"MS5 left"	"SNhook"	0
"12156"	"MS5 right"	"SNhook"	0
"12157"	"MS5 left"	"MNant"	0
"12158"	"MS5 right"	"MNant"	0
"12159"	"MS5 left"	"SNlasso"	0
"12160"	"MS5 right"	"SNlasso"	0
"12161"	"MS5 left"	"INlasso"	0
"12162"	"MS5 right"	"INlasso"	0
"12163"	"MS5 left"	"INdecussPre"	0
"12164"	"MS5 right"	"INdecussPre"	0
"12165"	"MS5 left"	"INpreMN"	0
"12166"	"MS5 right"	"INpreMN"	0
"12167"	"MS5 left"	"SNMIP-vc"	0
"12168"	"MS5 right"	"SNMIP-vc"	0
"12169"	"MS5 left"	"SNmus"	0
"12170"	"MS5 right"	"SNmus"	0
"12171"	"MS5 left"	"SNantlerPDF"	0
"12172"	"MS5 right"	"SNantlerPDF"	0
"12173"	"MS5 left"	"SNPDF-dc"	0
"12174"	"MS5 right"	"SNPDF-dc"	0
"12175"	"MS5 left"	"SN0DLSO1.2-4"	0
"12176"	"MS5 right"	"SN0DLSO1.2-4"	0
"12177"	"MS5 left"	"SN-DLSO1.2-3"	0
"12178"	"MS5 right"	"SN-DLSO1.2-3"	0
"12179"	"MS5 left"	"SN-DLSO1.2-1"	0
"12180"	"MS5 right"	"SN-DLSO1.2-1"	0
"12181"	"MS5 left"	"SN-DLSO2"	0
"12182"	"MS5 right"	"SN-DLSO2"	0
"12183"	"MS5 left"	"SNMB2"	0
"12184"	"MS5 right"	"SNMB2"	0
"12185"	"MS5 left"	"eyespot-PRCR3"	0
"12186"	"MS5 right"	"eyespot-PRCR3"	0
"12187"	"MS5 left"	"eyespot-PRCR1"	0
"12188"	"MS5 right"	"eyespot-PRCR1"	0
"12189"	"MS5 left"	"MS1"	0
"12190"	"MS5 right"	"MS1"	0
"12191"	"MS5 left"	"MS4"	0
"12192"	"MS5 right"	"MS4"	0
"12193"	"MS5 left"	"MS3"	0
"12194"	"MS5 right"	"MS3"	0
"12195"	"MS5 left"	"MS5"	0
"12196"	"MS5 right"	"MS5"	0
"12197"	"MS5 left"	"SN-ASTC"	0
"12198"	"MS5 right"	"SN-ASTC"	0
"12199"	"MS5 left"	"SN-DLSO3-PDF"	0
"12200"	"MS5 right"	"SN-DLSO3-PDF"	0
"12201"	"MS5 left"	"SN-DLSO3"	0
"12202"	"MS5 right"	"SN-DLSO3"	0
"12203"	"MS5 left"	"MC2biax-1"	0
"12204"	"MS5 right"	"MC2biax-1"	0
"12205"	"MS5 left"	"SN-IRP2-burs"	0
"12206"	"MS5 right"	"SN-IRP2-burs"	0
"12207"	"MS5 left"	"SN-IRP2-FMRF"	0
"12208"	"MS5 right"	"SN-IRP2-FMRF"	0
"12209"	"MS5 left"	"SN-MIP4"	0
"12210"	"MS5 right"	"SN-MIP4"	0
"12211"	"MS5 left"	"SN-MIP1"	0
"12212"	"MS5 right"	"SN-MIP1"	0
"12213"	"MS5 left"	"MNspinning"	0
"12214"	"MS5 right"	"MNspinning"	0
"12215"	"MS5 left"	"SN-WLD"	0
"12216"	"MS5 right"	"SN-WLD"	0
"12217"	"MS5 left"	"SN-DSO"	0
"12218"	"MS5 right"	"SN-DSO"	0
"12219"	"MS5 left"	"SNbicil"	0
"12220"	"MS5 right"	"SNbicil"	0
"12221"	"MS5 left"	"SNasym"	0
"12222"	"MS5 right"	"SNasym"	0
"12223"	"MS5 left"	"SN47Ach"	0
"12224"	"MS5 right"	"SN47Ach"	0
"12225"	"MS5 left"	"INCrossbow"	0
"12226"	"MS5 right"	"INCrossbow"	0
"12227"	"MS5 left"	"pygPBunp"	0
"12228"	"MS5 right"	"pygPBunp"	0
"12229"	"MS5 left"	"INarc1"	0
"12230"	"MS5 right"	"INarc1"	0
"12231"	"MS5 left"	"INarc2"	0
"12232"	"MS5 right"	"INarc2"	0
"12233"	"MS5 left"	"INsn"	1
"12234"	"MS5 right"	"INsn"	1
"12235"	"MS5 left"	"INrope"	0
"12236"	"MS5 right"	"INrope"	0
"12237"	"MS5 left"	"Loop"	0
"12238"	"MS5 right"	"Loop"	0
"12239"	"MS5 left"	"INCM"	0
