"left"	"right"	"correlation"
"453"	"INton left"	"MNob-ipsi right"	0.0150237194837311
"454"	"INton left"	"INbiaxLeg right"	-0.023469729881938
"455"	"INton left"	"INbiaxH right"	-0.0104406417843379
"456"	"INton left"	"SN-NS1 right"	-0.0104933358187735
"457"	"INton left"	"SN-NS3 right"	NA
"458"	"INton left"	"SN-NS15 right"	-0.0104049210851005
"459"	"INton left"	"SNaant right"	-0.0135470570918077
"460"	"INton left"	"SNPDF-pyg right"	-0.0139679108932276
"461"	"INton left"	"INfoot right"	-0.0125988275806252
"462"	"INton left"	"INW right"	0.100721585641153
"463"	"INton left"	"INmidL right"	-0.0112925350997109
"464"	"INton left"	"INhook right"	-0.00896974451946157
"465"	"INton left"	"INMBtype6 right"	-0.0167315705166902
"466"	"INton left"	"INMBtype5 right"	-0.0160600291516358
"467"	"INton left"	"INMBtype7 right"	-0.0190106472730081
"468"	"INton left"	"INcross right"	-0.0150088425395934
"469"	"INton left"	"INpro right"	-0.0171464888443544
"470"	"INton left"	"INproT2 right"	-0.0161601382378181
"471"	"INton left"	"INpear right"	-0.00977904417511765
"472"	"INton left"	"INZ right"	-0.0190076297350694
"473"	"INton left"	"MNpostv right"	-0.00913697276677018
"474"	"INton left"	"SN-NS22 right"	0.645391521085007
"475"	"INton left"	"SN-NS5 right"	-0.017306623090366
"476"	"INton left"	"SN-NS17 right"	-0.0140489913807447
"477"	"INton left"	"SN-NS19 right"	-0.0116109524297409
"478"	"INton left"	"SN-NS20 right"	-0.0182286489480257
"479"	"INton left"	"SN-NS29 right"	-0.0115844680283442
"480"	"INton left"	"SN-NS27 right"	-0.0146332018156026
"481"	"INton left"	"SN-NS18 right"	-0.00944746382917955
"482"	"INton left"	"SN-NS16 right"	-0.010353612079167
"483"	"INton left"	"INbigloop right"	-0.00914245805628577
"484"	"INton left"	"SNadNS22 right"	-0.0112925350997109
"485"	"INton left"	"Ser-tr1 right"	-0.0104654060431063
"486"	"INton left"	"SNFVa right"	-0.0130189794188338
"487"	"INton left"	"INUturn right"	-0.0215053354320854
"488"	"INton left"	"INcomm-Upstairs right"	-0.0134192751208463
"489"	"INton left"	"INasc-pyg right"	-0.0203462806345772
"490"	"INton left"	"SNblunt right"	-0.0155184661690006
"491"	"INton left"	"INsplitBronto right"	-0.00966898099216478
"492"	"INton left"	"INleucoPU right"	-0.0151569623978358
"493"	"INton left"	"MNladder right"	-0.013337388112279
"494"	"INton left"	"INdecussfoot right"	-0.0152186948614229
"495"	"INton left"	"INdecusshook right"	-0.0132012832122234
"496"	"INton left"	"INpreLadder right"	-0.0146332018156026
"497"	"INton left"	"INcomm-Upcross right"	-0.0169697871092545
"498"	"INton left"	"MNacic right"	-0.0151569623978358
"499"	"INton left"	"INsplitVent right"	-0.0180065965923453
"500"	"INton left"	"INcomm-DownL right"	-0.00844054723071167
"501"	"INton left"	"MNarm right"	-0.0170583440244169
"502"	"INton left"	"INlasso-postSN right"	-0.0170513510231742
"503"	"INton left"	"MNantacic right"	-0.0127976132533268
"504"	"INton left"	"MNpostacic right"	-0.0107734242872113
"505"	"INton left"	"SN-DLSO1.3 right"	0.0912832692362874
"506"	"INton left"	"MNakro right"	-0.0198846149604943
"507"	"INton left"	"MNchae right"	0.406470029744418
"508"	"INton left"	"MNgland-head right"	0.28037589100715
"509"	"INton left"	"SNstiff right"	-0.013063846513769
"510"	"INton left"	"SNbronto right"	-0.0112925350997109
"511"	"INton left"	"INcommascFV right"	-0.0128440254575407
"512"	"INton left"	"SNpygM right"	-0.0106057327803284
"513"	"INton left"	"INR1 right"	-0.0165992356305448
"514"	"INton left"	"SN-DLSO1.1NP right"	-0.0138692696843298
"515"	"INton left"	"SN-DLSO1.1 right"	-0.0143753781837693
"516"	"INton left"	"INmus right"	-0.0110708631693236
"517"	"INton left"	"INdescLuqinPDF right"	-0.00872042657726079
"518"	"INton left"	"INcosplit right"	-0.0131601097851288
"519"	"INton left"	"INcommdescFVa right"	-0.0100972371436065
"520"	"INton left"	"MNheadV right"	-0.0152186948614229
"521"	"INton left"	"INbiaxHmid right"	-0.0151569623978358
"522"	"INton left"	"MNantelope right"	-0.0100890840195096
"523"	"INton left"	"MNsmile right"	-0.00796281661974688
"524"	"INton left"	"INhorn right"	-0.0141726308025375
"525"	"INton left"	"INMBPDF right"	-0.0126431083814664
"526"	"INton left"	"INMBdescFMRF right"	-0.0104465220885749
"527"	"INton left"	"INDLSO right"	-0.00852416282174199
"528"	"INton left"	"SNtorii right"	-0.0126300468310347
"529"	"INton left"	"INexsn right"	-0.00905165262658285
"530"	"INton left"	"MBmouth right"	-0.0107514756281114
"531"	"INton left"	"SNtrpa right"	-0.011000239999577
"532"	"INton left"	"INtorii right"	-0.00918670194956738
"533"	"INton left"	"INUturnMB right"	-0.0117112009542985
"534"	"INton left"	"INface right"	-0.0117166198522873
"535"	"INton left"	"INMBdesc3 right"	0.00373509980142193
"536"	"INton left"	"INMBdesc2 right"	0.532589704667867
"537"	"INton left"	"INpara right"	-0.0154454874000922
"538"	"INton left"	"INMBtype9 right"	-0.0132756284496933
"539"	"INton left"	"INMBtype2 right"	-0.0100987188476361
"540"	"INton left"	"INdecussM right"	0.148128167830424
"541"	"INton left"	"INiaStiff right"	-0.013063846513769
"542"	"INton left"	"INmantis right"	0.443225003465326
"543"	"INton left"	"INsplitSpin right"	-0.00865894859185055
"544"	"INpreSer left"	"PRC right"	-0.0155464800424652
"545"	"INpreSer left"	"IN1 right"	0.0288645809420034
"546"	"INpreSer left"	"INton right"	0.662247100222039
"547"	"INpreSer left"	"INpreSer right"	0.993890889711919
"548"	"INpreSer left"	"cPRC right"	0.710357716181967
"549"	"INpreSer left"	"INRGWa right"	0.104860770056672
"550"	"INpreSer left"	"INNOS right"	0.418864445756513
"551"	"INpreSer left"	"Ser-h1 right"	0.600269262567066
"552"	"INpreSer left"	"SNnuchPDF right"	-0.0113481501818087
"553"	"INpreSer left"	"SNnuchBx right"	0.566037691329418
"554"	"INpreSer left"	"SNgolden right"	0.0227850528007629
"555"	"INpreSer left"	"SNhorn right"	0.0533969156697627
"556"	"INpreSer left"	"SNhook right"	-0.0147816775679882
"557"	"INpreSer left"	"MNant right"	-0.0206027107950494
"558"	"INpreSer left"	"SNlasso right"	0.0853898209274836
"559"	"INpreSer left"	"INlasso right"	-0.0171708568166627
"560"	"INpreSer left"	"INdecussPre right"	-0.0138660306063076
"561"	"INpreSer left"	"INpreMN right"	-0.00720307221762149
"562"	"INpreSer left"	"SNMIP-vc right"	-0.0132721955127115
"563"	"INpreSer left"	"SNmus right"	-0.0167106746936709
"564"	"INpreSer left"	"SNantlerPDF right"	-0.0211896824325161
"565"	"INpreSer left"	"SNPDF-dc right"	-0.0190432528023489
"566"	"INpreSer left"	"SN0DLSO1.2-4 right"	-0.0209839454914472
"567"	"INpreSer left"	"SN-DLSO1.2-3 right"	-0.0144331492806712
"568"	"INpreSer left"	"SN-DLSO1.2-1 right"	-0.0215730487155876
"569"	"INpreSer left"	"SN-DLSO2 right"	-0.0159790397929616
"570"	"INpreSer left"	"SNMB2 right"	-0.0176564313451777
"571"	"INpreSer left"	"eyespot-PRCR3 right"	-0.0171047085624416
"572"	"INpreSer left"	"eyespot-PRCR1 right"	-0.0225399190746731
"573"	"INpreSer left"	"MS3 right"	-0.0199982783768804
"574"	"INpreSer left"	"MS5 right"	-0.0108016384302304
"575"	"INpreSer left"	"SN-ASTC right"	-0.0187501555452831
"576"	"INpreSer left"	"SN-DLSO3-PDF right"	-0.0115840545937889
"577"	"INpreSer left"	"SN-DLSO3 right"	0.0174638725441274
"578"	"INpreSer left"	"SN-MIP4 right"	-0.00953996108982165
"579"	"INpreSer left"	"SN-MIP1 right"	-0.0171064803260449
"580"	"INpreSer left"	"MNspinning right"	-0.0153651883847327
"581"	"INpreSer left"	"SN-WLD right"	-0.0198785645081029
"582"	"INpreSer left"	"SN-DSO right"	0.00590169438880344
"583"	"INpreSer left"	"SNbicil right"	-0.0124245086885577
"584"	"INpreSer left"	"INCrossbow right"	-0.0156513195488759
"585"	"INpreSer left"	"INarc1 right"	-0.0161832350365778
"586"	"INpreSer left"	"INarc2 right"	0.38196258432155
"587"	"INpreSer left"	"INsn right"	-0.0245047752259897
"588"	"INpreSer left"	"INrope right"	-0.0227397906179883
"589"	"INpreSer left"	"Loop right"	-0.0210452680109825
"590"	"INpreSer left"	"INCM right"	-0.0194449082753884
"591"	"INpreSer left"	"MNspider-ant right"	-0.0156513195488759
"592"	"INpreSer left"	"MNspider-post right"	-0.0137232791728444
"593"	"INpreSer left"	"MNbiramous right"	-0.0275235721293341
"594"	"INpreSer left"	"MNring right"	-0.0201235559545367
"595"	"INpreSer left"	"MNcrab right"	-0.0200835207485397
"596"	"INpreSer left"	"MNhose right"	-0.0278222031727082
"597"	"INpreSer left"	"MNbow right"	-0.0143606462964611
"598"	"INpreSer left"	"MNwave right"	-0.0157173773877003
"599"	"INpreSer left"	"MNacicX right"	-0.0135860628674868
"600"	"INpreSer left"	"INchaeMech right"	-0.0150286605373878
"601"	"INpreSer left"	"chaeMech right"	-0.01529828094417
"602"	"INpreSer left"	"INFVa-pyg right"	-0.0144276841170845
"603"	"INpreSer left"	"INsplitCR right"	-0.0180297151408358
"604"	"INpreSer left"	"INsplitCRATO right"	-0.00602409057638914
"605"	"INpreSer left"	"INMC3 right"	0.0034032334292668
"606"	"INpreSer left"	"INbiax right"	-0.0129334899183189
"607"	"INpreSer left"	"INsplitPB-RF/Ya right"	-0.0173520513172858
"608"	"INpreSer left"	"INsplitPBant right"	-0.0151188850313824
"609"	"INpreSer left"	"INsplitPB right"	-0.0218879495910665
"610"	"INpreSer left"	"PB right"	-0.0242273045623614
"611"	"INpreSer left"	"interparaPM1 right"	-0.0125518560338217
"612"	"INpreSer left"	"cioMNcover right"	-0.0186540560380423
"613"	"INpreSer left"	"INsplitPUh right"	-0.0212154323127433
"614"	"INpreSer left"	"MN3 right"	-0.0263577710779717
"615"	"INpreSer left"	"MN1 right"	-0.0192409370357793
"616"	"INpreSer left"	"MN2 right"	-0.0135399922281787
"617"	"INpreSer left"	"MC3cover right"	-0.0192409370357793
"618"	"INpreSer left"	"antPUc right"	-0.0115526371040109
"619"	"INpreSer left"	"spinPU right"	-0.0156513195488759
"620"	"INpreSer left"	"trochPU right"	-0.0166162677669394
"621"	"INpreSer left"	"hPUc1 right"	-0.0100869900517563
"622"	"INpreSer left"	"pygCirrusPUSM right"	-0.0157173773877003
"623"	"INpreSer left"	"hCirrusPU right"	0.114661566291228
"624"	"INpreSer left"	"parapodPU right"	0.0352525466061149
"625"	"INpreSer left"	"hPU right"	0.660081237041668
"626"	"INpreSer left"	"dsoPU right"	0.120035973099678
"627"	"INpreSer left"	"pygCirrusPU right"	-0.0153879599333925
"628"	"INpreSer left"	"hCR right"	0.427689336939336
"629"	"INpreSer left"	"ventralpygCR right"	0.146519281286862
"630"	"INpreSer left"	"SN-DLSO1.0 right"	-0.0124566678201614
"631"	"INpreSer left"	"INdc right"	-0.00470036702241027
"632"	"INpreSer left"	"INbackcross right"	0.0979081410703703
"633"	"INpreSer left"	"MNcommUpL right"	-0.000373842158295202
"634"	"INpreSer left"	"MNob-ipsi right"	0.00845959154060982
"635"	"INpreSer left"	"INbiaxLeg right"	-0.0281182300879648
"636"	"INpreSer left"	"INbiaxH right"	-0.0125085533337971
"637"	"INpreSer left"	"SN-NS1 right"	-0.0118693770945395
"638"	"INpreSer left"	"SN-NS3 right"	NA
"639"	"INpreSer left"	"SN-NS15 right"	-0.01246575766273
"640"	"INpreSer left"	"SNaant right"	-0.0162302365744479
"641"	"INpreSer left"	"SNPDF-pyg right"	-0.016734446213044
"642"	"INpreSer left"	"INfoot right"	-0.015094197271663
"643"	"INpreSer left"	"INW right"	0.0765323919636777
"644"	"INpreSer left"	"INmidL right"	-0.0135291757428556
"645"	"INpreSer left"	"INhook right"	-0.0107463247978232
"646"	"INpreSer left"	"INMBtype6 right"	-0.0200454863301757
"647"	"INpreSer left"	"INMBtype5 right"	-0.0192409370357793
"648"	"INpreSer left"	"INMBtype7 right"	-0.0227759653320493
"649"	"INpreSer left"	"INcross right"	-0.0179815485736419
"650"	"INpreSer left"	"INpro right"	-0.0205425848934597
"651"	"INpreSer left"	"INproT2 right"	-0.0193608740922913
"652"	"INpreSer left"	"INpear right"	-0.0117159172917428
"653"	"INpreSer left"	"INZ right"	0.0133837496375443
"654"	"INpreSer left"	"MNpostv right"	-0.0109466748810446
"655"	"INpreSer left"	"SN-NS22 right"	0.52833555957263
"656"	"INpreSer left"	"SN-NS5 right"	-0.0207344359116421
"657"	"INpreSer left"	"SN-NS17 right"	-0.0168315857973136
"658"	"INpreSer left"	"SN-NS19 right"	-0.0139106599693388
"659"	"INpreSer left"	"SN-NS20 right"	-0.0149042153169485
"660"	"INpreSer left"	"SN-NS29 right"	-0.0138789299709126
"661"	"INpreSer left"	"SN-NS27 right"	-0.0175315070793121
"662"	"INpreSer left"	"SN-NS18 right"	-0.0113186629344649
"663"	"INpreSer left"	"SN-NS16 right"	-0.0124042862081509
"664"	"INpreSer left"	"INbigloop right"	-0.0109532466069858
"665"	"INpreSer left"	"SNadNS22 right"	-0.0135291757428556
"666"	"INpreSer left"	"Ser-tr1 right"	-0.012538222491879
"667"	"INpreSer left"	"SNFVa right"	-0.0155975659136567
"668"	"INpreSer left"	"INUturn right"	-0.0257647605166347
"669"	"INpreSer left"	"INcomm-Upstairs right"	-0.0160771456407789
"670"	"INpreSer left"	"INasc-pyg right"	-0.0243761391032296
"671"	"INpreSer left"	"SNblunt right"	-0.0185921101157652
"672"	"INpreSer left"	"INsplitBronto right"	-0.0115840545937889
"673"	"INpreSer left"	"INleucoPU right"	-0.0181590055906424
"674"	"INpreSer left"	"MNladder right"	-0.0159790397929616
"675"	"INpreSer left"	"INdecussfoot right"	-0.018232965010873
"676"	"INpreSer left"	"INdecusshook right"	-0.0158159774605396
"677"	"INpreSer left"	"INpreLadder right"	-0.0175315070793121
"678"	"INpreSer left"	"INcomm-Upcross right"	-0.020330884968941
"679"	"INpreSer left"	"MNacic right"	-0.0181590055906424
"680"	"INpreSer left"	"INsplitVent right"	-0.00855730932384973
"681"	"INpreSer left"	"INcomm-DownL right"	-0.0101123127660763
"682"	"INpreSer left"	"MNarm right"	-0.0204369817893535
"683"	"INpreSer left"	"INlasso-postSN right"	-0.0204286037288076
"684"	"INpreSer left"	"MNantacic right"	0.00245710819854515
"685"	"INpreSer left"	"MNpostacic right"	-0.0129072479515925
"686"	"INpreSer left"	"SN-DLSO1.3 right"	0.0740695899493004
"687"	"INpreSer left"	"MNakro right"	-0.0238230342437838
"688"	"INpreSer left"	"MNchae right"	0.331536975948007
"689"	"INpreSer left"	"MNgland-head right"	-0.0136680897185945
"690"	"INpreSer left"	"SNstiff right"	-0.0156513195488759
"691"	"INpreSer left"	"SNbronto right"	-0.0135291757428556
"692"	"INpreSer left"	"INcommascFV right"	-0.0153879599333925
"693"	"INpreSer left"	"SNpygM right"	0.126678387846636
"694"	"INpreSer left"	"INR1 right"	-0.019886940714354
"695"	"INpreSer left"	"SN-DLSO1.1NP right"	9.23125987052189e-05
"696"	"INpreSer left"	"SN-DLSO1.1 right"	-0.0172226179596472
"697"	"INpreSer left"	"INmus right"	-0.0132635986623342
"698"	"INpreSer left"	"INdescLuqinPDF right"	0.562588832284285
"699"	"INpreSer left"	"INcosplit right"	-0.0157666490744704
"700"	"INpreSer left"	"INcommdescFVa right"	0.557193933028874
"701"	"INpreSer left"	"MNheadV right"	-0.018232965010873
"702"	"INpreSer left"	"INbiaxHmid right"	-0.0181590055906424
"703"	"INpreSer left"	"MNantelope right"	-0.0120873647572613
"704"	"INpreSer left"	"MNsmile right"	-0.00953996108982165
"705"	"INpreSer left"	"INhorn right"	-0.0169797136934335
"706"	"INpreSer left"	"INMBPDF right"	-0.0151472484892439
"707"	"INpreSer left"	"INMBdescFMRF right"	-0.0125155983125145
"708"	"INpreSer left"	"INDLSO right"	-0.0102124895656969
"709"	"INpreSer left"	"SNtorii right"	-0.0151315999205475
"710"	"INpreSer left"	"INexsn right"	0.0251965112901395
"711"	"INpreSer left"	"MBmouth right"	-0.0128809520611074
"712"	"INpreSer left"	"SNtrpa right"	-0.0131789876102911
"713"	"INpreSer left"	"INtorii right"	-0.0110062536069614
"714"	"INpreSer left"	"INUturnMB right"	-0.0140307640818986
"715"	"INpreSer left"	"INface right"	0.0262920038008686
"716"	"INpreSer left"	"INMBdesc3 right"	-0.0115110587163391
"717"	"INpreSer left"	"INMBdesc2 right"	0.435817786291646
"718"	"INpreSer left"	"INpara right"	-0.0185046769060084
"719"	"INpreSer left"	"INMBtype9 right"	-0.0159050477865995
"720"	"INpreSer left"	"INMBtype2 right"	-0.0120989078945484
"721"	"INpreSer left"	"INdecussM right"	-0.0199622488303296
"722"	"INpreSer left"	"INiaStiff right"	-0.0156513195488759
"723"	"INpreSer left"	"INmantis right"	0.359874082987801
"724"	"INpreSer left"	"INsplitSpin right"	-0.0103739714964886
"725"	"cPRC left"	"PRC right"	-0.0192753764819914
"726"	"cPRC left"	"IN1 right"	0.0207926519948846
"727"	"cPRC left"	"INton right"	0.710539238075532
"728"	"cPRC left"	"INpreSer right"	0.556275331793541
"729"	"cPRC left"	"cPRC right"	0.730727180044437
"730"	"cPRC left"	"INRGWa right"	0.0966445953376324
"731"	"cPRC left"	"INNOS right"	0.403771527936934
"732"	"cPRC left"	"Ser-h1 right"	0.0344765260104722
"733"	"cPRC left"	"SNnuchPDF right"	0.360441765498471
"734"	"cPRC left"	"SNnuchBx right"	-0.011828165676576
"735"	"cPRC left"	"SNgolden right"	0.0394571416866326
"736"	"cPRC left"	"SNhorn right"	0.0489611877060845
"737"	"cPRC left"	"SNhook right"	-0.0183271325329021
"738"	"cPRC left"	"MNant right"	-0.0255443679880859
"739"	"cPRC left"	"SNlasso right"	-0.0210339678554254
"740"	"cPRC left"	"INlasso right"	-0.0212893676739353
"741"	"cPRC left"	"INdecussPre right"	-0.0101040807366364
"742"	"cPRC left"	"INpreMN right"	0.025428173459689
"743"	"cPRC left"	"SNMIP-vc right"	-0.0164555940991993
"744"	"cPRC left"	"SNmus right"	0.0489425728779918
"745"	"cPRC left"	"SNantlerPDF right"	-0.0262721275365828
"746"	"cPRC left"	"SNPDF-dc right"	-0.023610866653054
"747"	"cPRC left"	"SN0DLSO1.2-4 right"	-0.0260170436214764
"748"	"cPRC left"	"SN-DLSO1.2-3 right"	-0.0178950080948101
"749"	"cPRC left"	"SN-DLSO1.2-1 right"	-0.0267474460277473
"750"	"cPRC left"	"SN-DLSO2 right"	-0.0198116877253724
"751"	"cPRC left"	"SNMB2 right"	-0.0150361411542696
"752"	"cPRC left"	"eyespot-PRCR3 right"	-0.0212073534494771
"753"	"cPRC left"	"eyespot-PRCR1 right"	0.142079546226755
"754"	"cPRC left"	"MS3 right"	0.0373211329746118
"755"	"cPRC left"	"MS5 right"	-0.0133924622677495
"756"	"cPRC left"	"SN-ASTC right"	-0.0232474686388185
"757"	"cPRC left"	"SN-DLSO3-PDF right"	-0.0143625446321812
"758"	"cPRC left"	"SN-DLSO3 right"	0.0307528169869007
"759"	"cPRC left"	"SN-MIP4 right"	-0.011828165676576
"760"	"cPRC left"	"SN-MIP1 right"	-0.0212095501789231
"761"	"cPRC left"	"MNspinning right"	0.0147548773740781
"762"	"cPRC left"	"SN-WLD right"	-0.024646531804538
"763"	"cPRC left"	"SN-DSO right"	-0.0284779209458596
"764"	"cPRC left"	"SNbicil right"	-0.0154045855988985
"765"	"cPRC left"	"INCrossbow right"	-0.0194053622376564
"766"	"cPRC left"	"INarc1 right"	-0.020064860159633
"767"	"cPRC left"	"INarc2 right"	0.365225778713573
"768"	"cPRC left"	"INsn right"	-0.0303823609458432
"769"	"cPRC left"	"INrope right"	-0.0281940364690986
"770"	"cPRC left"	"Loop right"	-0.0260930746360622
"771"	"cPRC left"	"INCM right"	-0.0241088610825159
"772"	"cPRC left"	"MNspider-ant right"	-0.0194053622376564
"773"	"cPRC left"	"MNspider-post right"	-0.0170148722991639
"774"	"cPRC left"	"MNbiramous right"	-0.0341252305006036
"775"	"cPRC left"	"MNring right"	0.012999308465404
"776"	"cPRC left"	"MNcrab right"	-0.0249006477642898
"777"	"cPRC left"	"MNhose right"	-0.0344954896058494
"778"	"cPRC left"	"MNbow right"	-0.0178051149284535
"779"	"cPRC left"	"MNwave right"	-0.0194872643601593
"780"	"cPRC left"	"MNacicX right"	-0.0168447440168768
"781"	"cPRC left"	"INchaeMech right"	-0.0186333555304433
"782"	"cPRC left"	"chaeMech right"	-0.0189676456613127
"783"	"cPRC left"	"INFVa-pyg right"	-0.0178882320860042
"784"	"cPRC left"	"INsplitCR right"	-0.0223542272111367
"785"	"cPRC left"	"INsplitCRATO right"	-0.0303823609458432
"786"	"cPRC left"	"INMC3 right"	-0.0182431971694045
"787"	"cPRC left"	"INbiax right"	-0.0160356483731802
"788"	"cPRC left"	"INsplitPB-RF/Ya right"	-0.0215140225286959
"789"	"cPRC left"	"INsplitPBant right"	-0.0187452207941489
"790"	"cPRC left"	"INsplitPB right"	-0.0271378773609357
"791"	"cPRC left"	"PB right"	0.0232649869934091
"792"	"cPRC left"	"interparaPM1 right"	-0.0128009008607974
"793"	"cPRC left"	"cioMNcover right"	-0.023128319212277
"794"	"cPRC left"	"INsplitPUh right"	-0.0263040536468271
"795"	"cPRC left"	"MN3 right"	-0.0326798065778422
"796"	"cPRC left"	"MN1 right"	-0.00798122404647694
"797"	"cPRC left"	"MN2 right"	-0.0245988307895854
"798"	"cPRC left"	"MC3cover right"	-0.0238559663806783
"799"	"cPRC left"	"antPUc right"	-0.0143235915095493
"800"	"cPRC left"	"spinPU right"	-0.0194053622376564
"801"	"cPRC left"	"trochPU right"	-0.020601757829327
"802"	"cPRC left"	"hPUc1 right"	-0.0125064021107426
"803"	"cPRC left"	"pygCirrusPUSM right"	-0.0194872643601593
"804"	"cPRC left"	"hCirrusPU right"	0.106202827492191
"805"	"cPRC left"	"parapodPU right"	0.0379409182806734
"806"	"cPRC left"	"hPU right"	0.63744262460153
"807"	"cPRC left"	"dsoPU right"	0.066511758876237
"808"	"cPRC left"	"pygCirrusPU right"	0.329149978061926
"809"	"cPRC left"	"hCR right"	-0.0205414077925326
"810"	"cPRC left"	"ventralpygCR right"	-0.00633768228382091
"811"	"cPRC left"	"SN-DLSO1.0 right"	-0.0154444582496401
"812"	"cPRC left"	"INdc right"	0.190532788762381
"813"	"cPRC left"	"INbackcross right"	0.0904626525553612
"814"	"cPRC left"	"MNcommUpL right"	-0.0144460604267286
"815"	"cPRC left"	"MNob-ipsi right"	0.0151345542746222
"816"	"cPRC left"	"INbiaxLeg right"	-0.0348625199705871
"817"	"cPRC left"	"INbiaxH right"	-0.0155087887480267
"818"	"cPRC left"	"SN-NS1 right"	-0.0125137957832745
